dish,tier,restaurant,city,state,item_name,price_rm_original,source,collected
mee_goreng,mamak,Restoran Nasi Kandar Safreen TRX,Bukit Bintang,Kuala Lumpur,Mee Goreng Mamak,8.90,foodpanda.my/restaurant/st14,2026-08-16
mee_goreng,mamak,Jalal Bistro,Setapak,Kuala Lumpur,Mee Goreng Mamak,9.50,foodpanda.my/restaurant/g9ch,2026-08-16
mee_goreng,mamak,SOMe Coffee & Space (Wangsa Melawati),Wangsa Melawati,Kuala Lumpur,Mee Goreng Mamak,11.90,foodpanda.my/restaurant/evsy,2026-08-16
roti_canai,kosong,Restoran Cahaya Dinr,Melaka,Melaka,Roti Canai,1.70,foodpanda.my/restaurant/k9il,2026-08-16
roti_canai,kosong,Restoran Teja,Melaka,Melaka,Roti Canai Kosong,2.00,foodpanda.my/restaurant/fsoi,2026-08-16
roti_canai,kosong,Madras Cafe,Melaka,Melaka,Roti Canai,2.20,foodpanda.my/restaurant/s8ft,2026-08-16
roti_canai,kosong,Roti Canai Roy,Melaka,Melaka,Roti Canai Kosong,2.30,foodpanda.my/restaurant/rfr3,2026-08-16
roti_canai,kosong,Restaurant ASV Bawah Pokok Malim (Malim),Melaka,Melaka,Roti Canai,2.70,foodpanda.my/restaurant/t6fx,2026-08-16
roti_canai,kosong,Al Dubai Restaurant,Melaka,Melaka,Roti Canai Kosong,2.00,foodpanda.my/restaurant/q9cy,2026-08-16
roti_canai,kosong,ZR Food Empire (Taman Kesidang),Melaka,Melaka,Roti Kosong,2.00,foodpanda.my/restaurant/o504,2026-08-16
roti_canai,kosong,Lebai family corner (Pekan Lama),Melaka,Melaka,Roti Kosong,2.20,foodpanda.my/restaurant/hdxf,2026-08-16
roti_canai,kosong,Warung Fadeha,Melaka,Melaka,Roti Canai Kosong,2.20,foodpanda.my/restaurant/e29r,2026-08-16
roti_canai,kosong,Restoran Melaka Raya,Melaka,Melaka,Roti Canai,2.60,foodpanda.my/restaurant/t3vv,2026-08-16
roti_canai,kosong,Gendang Gendut Tali Kecapi,Batu Berendam,Melaka,Roti Canai Kosong,1.50,foodpanda.my/restaurant/vkmg,2026-08-16
roti_canai,kosong,Restoran Nisa Din (Jasin),Jasin,Melaka,Roti Kosong,1.60,foodpanda.my/restaurant/w4ef,2026-08-16
roti_canai,kosong,Restoran D'Lauk (Ayer Keroh),Ayer Keroh,Melaka,Roti Kosong,1.70,foodpanda.my/restaurant/l0hs,2026-08-16
roti_canai,kosong,Dapur Kak Hanie (Medan Selera Ayer Keroh),Ayer Keroh,Melaka,Roti Kosong,1.95,foodpanda.my/restaurant/styg,2026-08-16
roti_canai,kosong,Kedai Atok,Masjid Tanah,Melaka,Roti Canai,2.00,foodpanda.my/restaurant/wit9,2026-08-16
roti_canai,kosong,Restoran Al-Masyhur (Jalan Pengkalan),Alor Gajah,Melaka,Roti Canai,2.20,foodpanda.my/restaurant/wo26,2026-08-16
roti_canai,kosong,Restoran Dak Zul,Alor Gajah,Melaka,Roti Canai,2.20,foodpanda.my/restaurant/ptjn,2026-08-16
roti_canai,kosong,Lapa'q Station (Sungai Udang),Sungai Udang,Melaka,Roti Canai Kosong,2.20,foodpanda.my/restaurant/g0yy,2026-08-16
roti_canai,kosong,Hazin Bistro (Kuala Sg Baru),Kuala Sungai Baru,Melaka,Roti Canai,2.50,foodpanda.my/restaurant/epi3,2026-08-16
roti_canai,kosong,Warisan Roti Achik,Merlimau,Melaka,Roti Kosong,1.70,foodpanda.my/restaurant/patb,2026-08-16
teh_tarik,panas,Restaurant Selvam,Melaka,Melaka,Teh Tarik,3.50,foodpanda.my/restaurant/b2bj,2026-08-16
teh_tarik,panas,Restaurant ASV Bawah Pokok Malim (Malim),Melaka,Melaka,Teh Tarik,3.50,foodpanda.my/restaurant/t6fx,2026-08-16
teh_tarik,panas,Restoran Melaka Raya,Melaka,Melaka,Teh Tarik,3.70,foodpanda.my/restaurant/t3vv,2026-08-16
teh_tarik,panas,HYDRA VIRUNDHU,Melaka,Melaka,Teh Tarik,3.50,foodpanda.my/restaurant/ikan,2026-08-16
teh_tarik,panas,Restaurant cayshveena ahw,Melaka,Melaka,Teh Tarik,3.00,foodpanda.my/restaurant/xqey,2026-08-16
teh_tarik,panas,BURGER 363 ENTERPRISE,Melaka,Melaka,Teh Tarik,3.50,foodpanda.my/restaurant/yr9l,2026-08-16
teh_tarik,panas,Wawa Kitchen (Ayer Keroh),Ayer Keroh,Melaka,Teh Tarik,2.10,foodpanda.my/restaurant/ow9e,2026-08-16
teh_tarik,panas,Lepak Makan Santai,Ayer Keroh,Melaka,Teh Tarik,5.60,foodpanda.my/restaurant/buov,2026-08-16
teh_tarik,panas,Restoran Al-Masyhur (Jalan Pengkalan),Alor Gajah,Melaka,Teh Tarik,2.90,foodpanda.my/restaurant/wo26,2026-08-16
teh_tarik,panas,Restoran Rafa,Alor Gajah,Melaka,Teh Tarik,3.75,foodpanda.my/restaurant/jeh1,2026-08-16
teh_tarik,panas,Hazin Bistro (Kuala Sg Baru),Kuala Sungai Baru,Melaka,Teh Tarik,3.70,foodpanda.my/restaurant/epi3,2026-08-16
teh_tarik,panas,Restoran Nisa Din (Jasin),Jasin,Melaka,Teh Tarik,2.70,foodpanda.my/restaurant/w4ef,2026-08-16
mee_goreng,mamak,Roti Canai Roy,Melaka,Melaka,Mee Goreng,8.10,foodpanda.my/restaurant/rfr3,2026-08-16
mee_goreng,mamak,Restoran Cahaya Dinr,Melaka,Melaka,Mee Goreng Biasa,8.00,foodpanda.my/restaurant/k9il,2026-08-16
mee_goreng,mamak,Madras Cafe,Melaka,Melaka,Mee Goreng Biasa,8.20,foodpanda.my/restaurant/s8ft,2026-08-16
mee_goreng,mamak,Restaurant ASV Bawah Pokok Malim (Malim),Melaka,Melaka,Mee Goreng,7.00,foodpanda.my/restaurant/t6fx,2026-08-16
mee_goreng,mamak,Al Dubai Restaurant,Melaka,Melaka,Mee Goreng Biasa,8.00,foodpanda.my/restaurant/q9cy,2026-08-16
mee_goreng,mamak,Warung Fadeha,Melaka,Melaka,Mee Goreng,10.00,foodpanda.my/restaurant/e29r,2026-08-16
mee_goreng,mamak,Restoran Melaka Raya,Melaka,Melaka,Mee Goreng,9.50,foodpanda.my/restaurant/t3vv,2026-08-16
mee_goreng,mamak,HYDRA VIRUNDHU,Melaka,Melaka,Mee Goreng,8.50,foodpanda.my/restaurant/ikan,2026-08-16
mee_goreng,mamak,Restaurant cayshveena ahw,Melaka,Melaka,Mee Goreng,7.00,foodpanda.my/restaurant/xqey,2026-08-16
mee_goreng,mamak,Restoran Hj Bakrin & Hj Jamirah,Bukit Katil,Melaka,Mee Goreng,8.00,foodpanda.my/restaurant/ljgl,2026-08-16
mee_goreng,mamak,Sarapan Pagi Kedai Kak Mek,Jasin,Melaka,Mee Goreng,6.00,foodpanda.my/restaurant/y7kc,2026-08-16
mee_goreng,mamak,Restoran Nisa Din (Jasin),Jasin,Melaka,Mee Goreng Mamak,5.50,foodpanda.my/restaurant/w4ef,2026-08-16
mee_goreng,mamak,Lepak Makan Santai,Ayer Keroh,Melaka,Mee Goreng,11.30,foodpanda.my/restaurant/buov,2026-08-16
mee_goreng,mamak,Restoran D'Lauk (Ayer Keroh),Ayer Keroh,Melaka,Mee Goreng,4.20,foodpanda.my/restaurant/l0hs,2026-08-16
mee_goreng,mamak,Restoran Al-Masyhur (Jalan Pengkalan),Alor Gajah,Melaka,Mee Goreng Mamak,10.30,foodpanda.my/restaurant/wo26,2026-08-16
mee_goreng,mamak,Restoran Dak Zul,Alor Gajah,Melaka,Mee Goreng,4.50,foodpanda.my/restaurant/ptjn,2026-08-16
mee_goreng,mamak,Restoran Rafa,Alor Gajah,Melaka,Mee Goreng,11.40,foodpanda.my/restaurant/jeh1,2026-08-16
mee_goreng,mamak,Gendang Gendut Tali Kecapi,Batu Berendam,Melaka,Mee Goreng Mamak,9.65,foodpanda.my/restaurant/vkmg,2026-08-16
mee_goreng,mamak,Hazin Bistro (Kuala Sg Baru),Kuala Sungai Baru,Melaka,Mee Goreng,9.10,foodpanda.my/restaurant/epi3,2026-08-16
mee_goreng,mamak,Lapa'q Station (Sungai Udang),Sungai Udang,Melaka,Mee Goreng Mamak / Bihun Goreng / Kuey Teow Goreng,12.00,foodpanda.my/restaurant/g0yy,2026-08-16
roti_canai,kosong,Restoran Telawi Corner,Seremban,Negeri Sembilan,roti canai biasa,1.80,foodpanda.my/restaurant/jdkx,2026-08-16
roti_canai,kosong,Restoran Araz Maju (Seremban),Seremban,Negeri Sembilan,Roti Canai,1.50,foodpanda.my/restaurant/vqiy,2026-08-16
roti_canai,kosong,D'Myra Kitchen,Seremban,Negeri Sembilan,Roti Kosong,2.20,foodpanda.my/restaurant/o74x,2026-08-16
roti_canai,kosong,Restoran NK Melawati (Jalan Pantai),Port Dickson,Negeri Sembilan,Roti Canai,2.00,foodpanda.my/restaurant/eaeo,2026-08-16
roti_canai,kosong,Nasi Kandar MZ Maju,Port Dickson,Negeri Sembilan,Roti Canai,2.15,foodpanda.my/restaurant/isfj,2026-08-16
roti_canai,kosong,Dmc Curry House (Nilai),Nilai,Negeri Sembilan,Roti Canai,2.00,foodpanda.my/restaurant/dj10,2026-08-16
roti_canai,kosong,Restoran Syed Malik Nilai Impian (Jalan Dahlia),Nilai,Negeri Sembilan,Roti Kosong,2.00,foodpanda.my/restaurant/g28e,2026-08-16
roti_canai,kosong,Restoran Abdul Hameed,Kuala Pilah,Negeri Sembilan,Roti Canai,2.00,foodpanda.my/restaurant/k7ws,2026-08-16
roti_canai,kosong,Restoran Ramesh Bahau (Taman Satelite),Bahau,Negeri Sembilan,Roti Canai Kosong,2.00,foodpanda.my/restaurant/nm4x,2026-08-16
roti_canai,kosong,Ngeteh Dichembong,Rembau,Negeri Sembilan,Roti Canai Biasa,2.00,foodpanda.my/restaurant/wckt,2026-08-16
teh_tarik,panas,Restoran Maulana Medan Selera,Seremban,Negeri Sembilan,Teh Tarik,3.50,foodpanda.my/restaurant/vs76,2026-08-16
teh_tarik,panas,Restoran NK Melawati (Jalan Pantai),Port Dickson,Negeri Sembilan,Teh Tarik,3.50,foodpanda.my/restaurant/eaeo,2026-08-16
teh_tarik,panas,Nasi Kandar MZ Maju,Port Dickson,Negeri Sembilan,Teh Tarik,3.19,foodpanda.my/restaurant/isfj,2026-08-16
teh_tarik,panas,AL WAZER MAJU NASI KANDAR,Port Dickson,Negeri Sembilan,Teh Tarik,3.90,foodpanda.my/restaurant/y06q,2026-08-16
teh_tarik,panas,Dmc Curry House (Nilai),Nilai,Negeri Sembilan,Teh Tarik,3.30,foodpanda.my/restaurant/dj10,2026-08-16
teh_tarik,panas,Restoran Syed Malik Nilai Impian (Jalan Dahlia),Nilai,Negeri Sembilan,Teh Tarik Hot,2.60,foodpanda.my/restaurant/g28e,2026-08-16
teh_tarik,panas,RESTORAN SAPPAHIRE INTAN,Nilai,Negeri Sembilan,Teh Tarik,3.40,foodpanda.my/restaurant/x058,2026-08-16
teh_tarik,panas,Restoran Urat Ketin Soho (K.Pilah),Kuala Pilah,Negeri Sembilan,Teh Tarik,3.25,foodpanda.my/restaurant/e5dk,2026-08-16
teh_tarik,panas,Roti Canai (Simpang Gentam),Kuala Pilah,Negeri Sembilan,Teh Tarik,3.60,foodpanda.my/restaurant/axkk,2026-08-16
teh_tarik,panas,RESTORAN ICE CREAM & ROTI CANAI SPECIAL,Bahau,Negeri Sembilan,Teh Tarik,3.40,foodpanda.my/restaurant/w8vl,2026-08-16
mee_goreng,mamak,Restoran Nasi Kandar Al-Bismi (Seremban),Seremban,Negeri Sembilan,Mee Goreng Biasa Mamak,9.50,foodpanda.my/restaurant/l1ji,2026-08-16
mee_goreng,mamak,Restoran Telawi Corner,Seremban,Negeri Sembilan,Mee Goreng,4.00,foodpanda.my/restaurant/jdkx,2026-08-16
mee_goreng,mamak,Restoran Al-Gemilang,Port Dickson,Negeri Sembilan,Mee Goreng Biasa,7.80,foodpanda.my/restaurant/a3vu,2026-08-16
mee_goreng,mamak,Nasi Kandar MZ Maju,Port Dickson,Negeri Sembilan,Mee Goreng,8.70,foodpanda.my/restaurant/isfj,2026-08-16
mee_goreng,mamak,Restoran Ijaz Corner,Port Dickson,Negeri Sembilan,Mee Goreng,8.10,foodpanda.my/restaurant/ahaw,2026-08-16
mee_goreng,mamak,Dmc Curry House (Nilai),Nilai,Negeri Sembilan,Mee Goreng Biasa,4.60,foodpanda.my/restaurant/dj10,2026-08-16
mee_goreng,mamak,Restoran Syed Malik Nilai Impian (Jalan Dahlia),Nilai,Negeri Sembilan,Mee Goreng Mamak,6.50,foodpanda.my/restaurant/g28e,2026-08-16
mee_goreng,mamak,Restoran Abdul Hameed,Kuala Pilah,Negeri Sembilan,Mee Goreng Mama,8.00,foodpanda.my/restaurant/k7ws,2026-08-16
mee_goreng,mamak,RESTORAN ICE CREAM & ROTI CANAI SPECIAL,Bahau,Negeri Sembilan,Mee Goreng Biasa,7.50,foodpanda.my/restaurant/w8vl,2026-08-16
mee_goreng,mamak,DNS Masakan Sedap,Pedas,Negeri Sembilan,Mee Goreng,6.70,foodpanda.my/restaurant/xnb0,2026-08-16
roti_canai,kosong,Restoran Sri Cemerlang (Kuantan),Kuantan,Pahang,Roti Canai Biasa,1.80,foodpanda.my/restaurant/k2rp,2026-08-16
roti_canai,kosong,Warung Aman Roti canai (Kuantan),Kuantan,Pahang,Roti Kosong,2.10,foodpanda.my/restaurant/xl7q,2026-08-16
roti_canai,kosong,Restaurant Hajra (Bentong),Bentong,Pahang,Roti Canai,2.60,foodpanda.my/restaurant/dxvz,2026-08-16
roti_canai,kosong,Restoran Arhham Maju (Bentong),Bentong,Pahang,Roti Canai,2.30,foodpanda.my/restaurant/appl,2026-08-16
roti_canai,kosong,MK Curry House,Mentakab,Pahang,Roti Canai,1.50,foodpanda.my/restaurant/x7aw,2026-08-16
roti_canai,kosong,Temerloh Cafe,Temerloh,Pahang,Roti Canai,2.50,foodpanda.my/restaurant/fxac,2026-08-16
roti_canai,kosong,NASI KANDAR POKOK KELAPA,Raub,Pahang,Roti Canai,2.90,foodpanda.my/restaurant/s0va,2026-08-16
roti_canai,kosong,Nasi Kandar Line Q (Mydin Jengka),Jengka,Pahang,Roti Canai,2.70,foodpanda.my/restaurant/zw2k,2026-08-16
roti_canai,kosong,Ali D'Ubai (Berhadapan BS Peramu),Pekan,Pahang,Roti Canai,2.50,foodpanda.my/restaurant/a5dn,2026-08-16
roti_canai,kosong,Kedai Makan Siti $ Matt,Pekan,Pahang,Roti Kosong,1.50,foodpanda.my/restaurant/paij,2026-08-16
teh_tarik,panas,WARUNG CHE PA (KUANTAN),Kuantan,Pahang,Teh Tarik Kepaduan,2.50,foodpanda.my/restaurant/vbcg,2026-08-16
teh_tarik,panas,Restoran Rahath Bistro,Kuantan,Pahang,Teh Tarik (Panas),2.20,foodpanda.my/restaurant/pgdz,2026-08-16
teh_tarik,panas,ZM Roti Canai,Kuantan,Pahang,Teh Tarik,3.50,foodpanda.my/restaurant/g8tq,2026-08-16
teh_tarik,panas,Restoran Salsabeel Bistro (Bentong),Bentong,Pahang,Teh Tarik,2.50,foodpanda.my/restaurant/k8sf,2026-08-16
teh_tarik,panas,NASI KANDAR AZMI,Bentong,Pahang,Teh Tarik,3.30,foodpanda.my/restaurant/ujzb,2026-08-16
teh_tarik,panas,MK Curry House,Mentakab,Pahang,Teh Tarik,2.10,foodpanda.my/restaurant/x7aw,2026-08-16
teh_tarik,panas,Ratha Curry Fish Head (RAUB),Raub,Pahang,TEH TARIK,4.00,foodpanda.my/restaurant/r5ea,2026-08-16
teh_tarik,panas,NASI KANDAR POKOK KELAPA,Raub,Pahang,Teh Tarik,4.80,foodpanda.my/restaurant/s0va,2026-08-16
teh_tarik,panas,KEDAI MAKAN LEEZA EMERY,Kuala Lipis,Pahang,Teh Tarik (Hot Teh Tarik),3.90,foodpanda.my/restaurant/uznm,2026-08-16
teh_tarik,panas,Ali D'Ubai (Berhadapan BS Peramu),Pekan,Pahang,Teh Tarik,3.20,foodpanda.my/restaurant/a5dn,2026-08-16
mee_goreng,mamak,Restoran Sri Cemerlang (Kuantan),Kuantan,Pahang,Mee Goreng Biasa,9.50,foodpanda.my/restaurant/k2rp,2026-08-16
mee_goreng,mamak,Restoran Nasi Kandar Al Areezah,Kuantan,Pahang,Mee Goreng Mamak,5.50,foodpanda.my/restaurant/e4w2,2026-08-16
mee_goreng,mamak,Restoran Rahath Bistro,Kuantan,Pahang,Mee Goreng Mamak,6.85,foodpanda.my/restaurant/pgdz,2026-08-16
mee_goreng,mamak,Restaurant Hajra (Bentong),Bentong,Pahang,Mee Goreng Mamak,11.10,foodpanda.my/restaurant/dxvz,2026-08-16
mee_goreng,mamak,MK Curry House,Mentakab,Pahang,Mee Goreng,6.60,foodpanda.my/restaurant/x7aw,2026-08-16
mee_goreng,mamak,Temerloh Cafe,Temerloh,Pahang,Mee Goreng Biasa,6.50,foodpanda.my/restaurant/fxac,2026-08-16
mee_goreng,mamak,Restoran H.M @ Temerloh,Temerloh,Pahang,Mee Goreng Biasa,7.50,foodpanda.my/restaurant/rzs9,2026-08-16
mee_goreng,mamak,Ratha Curry Fish Head (RAUB),Raub,Pahang,Mee Goreng,11.00,foodpanda.my/restaurant/r5ea,2026-08-16
mee_goreng,mamak,NASI KANDAR POKOK KELAPA,Raub,Pahang,Mee Goreng Mamak,10.10,foodpanda.my/restaurant/s0va,2026-08-16
mee_goreng,mamak,Roma Kuppi Cafe (Taman Wawasan Fasa 3),Jerantut,Pahang,Mee Goreng Mamak,14.40,foodpanda.my/restaurant/gogl,2026-08-16
roti_canai,kosong,Restoran Nasi Kandar Al Bismi Maju,Butterworth,Penang,Roti Canai Biasa,1.60,foodpanda.my/restaurant/n172,2026-08-16
roti_canai,kosong,Restoran Jaya (Gottlieb),George Town,Penang,Roti Canai,1.75,foodpanda.my/restaurant/q4lo,2026-08-16
roti_canai,kosong,Nasi Kandar Subaidah (Kubang Semang),Kubang Semang,Penang,R01. Roti Canai,1.80,foodpanda.my/restaurant/sxlu,2026-08-16
roti_canai,kosong,Apom Telur & Roti Canai,George Town,Penang,Roti Canai Kosong,1.80,foodpanda.my/restaurant/wo14,2026-08-16
roti_canai,kosong,Nasi Kandar Nasmir (Taman Pelangi),Bukit Mertajam,Penang,Roti Canai,1.90,foodpanda.my/restaurant/r3xh,2026-08-16
roti_canai,kosong,Mamu N.K.U Roti Canai (Huang Jia 600 Cafe),George Town,Penang,Roti Canai Biasa,2.00,foodpanda.my/restaurant/irc2,2026-08-16
roti_canai,kosong,Nasi Kandar Ar Rizq (Jln Sintuk 1),Penaga,Penang,Roti Canai,2.15,foodpanda.my/restaurant/pgc3,2026-08-16
roti_canai,kosong,Restoran Deen Claypot Briyani,George Town,Penang,Roti Canai - 2 Pcs (RM4.35 for 2),2.18,foodpanda.my/restaurant/x9hu,2026-08-16
roti_canai,kosong,Restoran Raffe Nasi Kandar Pulau Tikus,George Town,Penang,Roti Canai,2.20,foodpanda.my/restaurant/t7oy,2026-08-16
roti_canai,kosong,Restoran Thaiyyub Nasi Kandar,Kepala Batas,Penang,Roti Canai,2.20,foodpanda.my/restaurant/s3jl,2026-08-16
roti_canai,kosong,Aroma Signature Mee Goreng,Tanjung Bungah,Penang,Roti Canai,2.55,foodpanda.my/restaurant/zzze,2026-08-16
roti_canai,kosong,Bhaii Roti Canai Pajak Song,Kepala Batas,Penang,Roti Canai,2.85,foodpanda.my/restaurant/k2uz,2026-08-16
roti_canai,kosong,Wahab Roti Canai (Jalan Dato Keramat),George Town,Penang,Roti Canai Biasa,2.90,foodpanda.my/restaurant/xdh5,2026-08-16
roti_canai,kosong,Original Penang Kayu Nasi Kandar (Penang),Bayan Lepas,Penang,RC1. Roti Canai,4.00,foodpanda.my/restaurant/s8nd,2026-08-16
teh_tarik,panas,Family & Saylin,Perai,Penang,Teh Tarik,2.20,foodpanda.my/restaurant/yab0,2026-08-16
teh_tarik,panas,Hameediyah (Bayan Lepas),Bayan Lepas,Penang,Teh Tarik,3.30,foodpanda.my/restaurant/zja7,2026-08-16
teh_tarik,panas,Restoran Nasi Kandar Salam (Raja Uda),Butterworth,Penang,Teh Tarik,3.50,foodpanda.my/restaurant/x6ez,2026-08-16
teh_tarik,panas,Restoran Nasi Kandar Salam (Ayer Itam),Air Itam,Penang,Teh Tarik,3.50,foodpanda.my/restaurant/r5wf,2026-08-16
teh_tarik,panas,Bhaii Roti Canai Pajak Song,Kepala Batas,Penang,Teh Tarik,3.50,foodpanda.my/restaurant/k2uz,2026-08-16
teh_tarik,panas,Mami Som Legacy,Perai,Penang,Teh Tarik,3.50,foodpanda.my/restaurant/qwcc,2026-08-16
teh_tarik,panas,Dapoq Kak Zii (Kepala Batas),Kepala Batas,Penang,Teh Tarik,3.60,foodpanda.my/restaurant/rygg,2026-08-16
teh_tarik,panas,Syed Bistro (Bayan Lepas),Bayan Lepas,Penang,Teh Tarik,3.70,foodpanda.my/restaurant/m4mw,2026-08-16
teh_tarik,panas,Nasi Kandar Beratur 786 (Bayan Lepas),Bayan Lepas,Penang,Teh Tarik Panas,3.70,foodpanda.my/restaurant/i1ld,2026-08-16
teh_tarik,panas,Restoran Deen Claypot Briyani,George Town,Penang,Teh Tarik,3.80,foodpanda.my/restaurant/x9hu,2026-08-16
teh_tarik,panas,Rimbun (Gelugor),Gelugor,Penang,Teh Tarik,3.80,foodpanda.my/restaurant/pg7x,2026-08-16
teh_tarik,panas,Dhea Cafe 45,Bayan Lepas,Penang,Teh Tarik,4.00,foodpanda.my/restaurant/h6my,2026-08-16
teh_tarik,panas,Restoran Thaiyyub Nasi Kandar,Kepala Batas,Penang,Teh Tarik Panas,4.00,foodpanda.my/restaurant/s3jl,2026-08-16
teh_tarik,panas,Original Penang Kayu Nasi Kandar (Penang),Bayan Lepas,Penang,Teh Tarik,5.80,foodpanda.my/restaurant/s8nd,2026-08-16
mee_goreng,mamak,Mami Som Legacy,Perai,Penang,Mee Goreng,5.30,foodpanda.my/restaurant/qwcc,2026-08-16
mee_goreng,mamak,Restoran Nasi Kandar Al Bismi Maju,Butterworth,Penang,Mee Goreng Biasa,6.00,foodpanda.my/restaurant/n172,2026-08-16
mee_goreng,mamak,Restoran Nasi Kandar Salam (Ayer Itam),Air Itam,Penang,Mee Goreng Biasa,6.80,foodpanda.my/restaurant/r5wf,2026-08-16
mee_goreng,mamak,Nasi Kandar Subaidah (Kubang Semang),Kubang Semang,Penang,GG01. Mee Goreng Biasa,7.10,foodpanda.my/restaurant/sxlu,2026-08-16
mee_goreng,mamak,Nasi Kandar Nasmir (Taman Pelangi),Bukit Mertajam,Penang,Mee Goreng Mamak,7.30,foodpanda.my/restaurant/r3xh,2026-08-16
mee_goreng,mamak,Kadir Pasembor (Lotus's Bukit Mertajam),Bukit Mertajam,Penang,Mee Goreng Mamak,7.70,foodpanda.my/restaurant/z9qh,2026-08-16
mee_goreng,mamak,Nasi Kandar Ar Rizq (Jln Sintuk 1),Penaga,Penang,Mee Goreng,7.87,foodpanda.my/restaurant/pgc3,2026-08-16
mee_goreng,mamak,Hameediyah (Bayan Lepas),Bayan Lepas,Penang,Mee Goreng,8.00,foodpanda.my/restaurant/zja7,2026-08-16
mee_goreng,mamak,Saravanas Restaurant,Butterworth,Penang,Mee Goreng,8.50,foodpanda.my/restaurant/o4cv,2026-08-16
mee_goreng,mamak,Hatyai Station (Perda),Bukit Mertajam,Penang,Mee Goreng,8.60,foodpanda.my/restaurant/kzuf,2026-08-16
mee_goreng,mamak,Syed Bistro (Bayan Lepas),Bayan Lepas,Penang,Mee Goreng Mamak,9.60,foodpanda.my/restaurant/m4mw,2026-08-16
mee_goreng,mamak,Restoran Nasi Kandar Salam (Raja Uda),Butterworth,Penang,Mee Goreng Biasa,9.80,foodpanda.my/restaurant/x6ez,2026-08-16
mee_goreng,mamak,Original Penang Kayu Nasi Kandar (Penang),Bayan Lepas,Penang,MG1. Mee Goreng Mamak,13.40,foodpanda.my/restaurant/s8nd,2026-08-16
roti_canai,kosong,Restoran Syed Mohamed (Restoran Taman Maju),Seri Iskandar,Perak,Roti Canai,1.60,foodpanda.my/restaurant/r6ja,2026-08-16
roti_canai,kosong,Roti Canai Pak Tam (Kg. Sitiawan),Sitiawan,Perak,Roti Kosong,2.00,foodpanda.my/restaurant/acvi,2026-08-16
roti_canai,kosong,Roti Canai Kapitol,Kuala Kangsar,Perak,Roti Canai,2.00,foodpanda.my/restaurant/mab7,2026-08-16
roti_canai,kosong,Restoran SS Sri Food Corner,Ipoh,Perak,Roti Canai,2.20,foodpanda.my/restaurant/w1d6,2026-08-16
roti_canai,kosong,TIRUPATHI VILAS,Ipoh,Perak,Roti Canai - 2 Pcs (RM4.40 for 2),2.20,foodpanda.my/restaurant/o9bc,2026-08-16
roti_canai,kosong,Chetty Tiffin Cafe (Taiping),Taiping,Perak,Roti Canai,2.30,foodpanda.my/restaurant/fvaf,2026-08-16
roti_canai,kosong,NSM BISTRO,Seri Manjung,Perak,Roti Canai,2.40,foodpanda.my/restaurant/fp43,2026-08-16
roti_canai,kosong,RESTORAN M AZWAN MAJU (Kampar),Kampar,Perak,Roti Canai,2.40,foodpanda.my/restaurant/ve9z,2026-08-16
roti_canai,kosong,Restoran Oren 55 (Jalan Sultan Abdullah),Teluk Intan,Perak,Roti Canai,2.50,foodpanda.my/restaurant/y6zy,2026-08-16
roti_canai,kosong,Anna Restaurant,Taiping,Perak,Plain Roti Canai,2.70,foodpanda.my/restaurant/dkz4,2026-08-16
teh_tarik,panas,Kamal Bihun Sup Kemta,Kamunting,Perak,Teh Tarik,2.30,foodpanda.my/restaurant/w2c6,2026-08-16
teh_tarik,panas,Haji Kadir Pasembor TPG Lotus (Taiping),Taiping,Perak,Teh Tarik,3.00,foodpanda.my/restaurant/lypl,2026-08-16
teh_tarik,panas,Roti Canai Pak Tam (Kg. Sitiawan),Sitiawan,Perak,Teh Tarik Panas,3.10,foodpanda.my/restaurant/acvi,2026-08-16
teh_tarik,panas,RESTORAN M AZWAN MAJU (Kampar),Kampar,Perak,Teh Tarik,3.30,foodpanda.my/restaurant/ve9z,2026-08-16
teh_tarik,panas,TIRUPATHI VILAS,Ipoh,Perak,Teh Tarik,3.50,foodpanda.my/restaurant/o9bc,2026-08-16
teh_tarik,panas,Restoran Sri Kumuthavalli,Sitiawan,Perak,Teh Tarik,3.50,foodpanda.my/restaurant/yhvw,2026-08-16
teh_tarik,panas,Gerai Hasnah Daud,Teluk Intan,Perak,Teh Tarik Panas,3.50,foodpanda.my/restaurant/q6wp,2026-08-16
teh_tarik,panas,NSM BISTRO,Seri Manjung,Perak,Teh Tarik,3.80,foodpanda.my/restaurant/fp43,2026-08-16
teh_tarik,panas,Anna Restaurant,Taiping,Perak,Teh Tarik,3.90,foodpanda.my/restaurant/dkz4,2026-08-16
teh_tarik,panas,Suvai Restaurant,Ipoh,Perak,Teh Tarik,5.80,foodpanda.my/restaurant/rsmd,2026-08-16
mee_goreng,mamak,Restoran Thalapathy Thiruvizha (Taman Rishah),Ipoh,Perak,Mee Goreng,4.30,foodpanda.my/restaurant/jxmx,2026-08-16
mee_goreng,mamak,Restoran SS Sri Food Corner,Ipoh,Perak,Mee Goreng,4.30,foodpanda.my/restaurant/w1d6,2026-08-16
mee_goreng,mamak,Restoran Syed Mohamed (Restoran Taman Maju),Seri Iskandar,Perak,Mee Goreng Biasa,5.50,foodpanda.my/restaurant/r6ja,2026-08-16
mee_goreng,mamak,Haseena Maju Bistro,Kuala Kangsar,Perak,Mee Goreng Mamak,6.50,foodpanda.my/restaurant/keqj,2026-08-16
