dish,tier,restaurant,city,state,item_name,price_rm_original,source,collected
roti_canai,kosong,Mr Mamak Bistro (Jaya Mas),Skudai,Johor,Roti Canai,1.82,foodpanda.my/restaurant/o34x,2026-08-16
roti_canai,kosong,Nasi Kandar Rasul Maju,Batu Pahat,Johor,R1. Roti Canai Biasa,2.70,foodpanda.my/restaurant/r8ha,2026-08-16
roti_canai,kosong,Restoran Cuba Rasa ABC Budaya,Batu Pahat,Johor,RC12. Roti Canai Kosong,1.70,foodpanda.my/restaurant/c08h,2026-08-16
roti_canai,kosong,Restoran Jamilah Taman Sri (Kluang),Kluang,Johor,Roti Kosong,2.20,foodpanda.my/restaurant/xhhk,2026-08-16
roti_canai,kosong,Restoran Annapoorani Unavagam (Kluang),Kluang,Johor,Roti Kosong,3.00,foodpanda.my/restaurant/n3g2,2026-08-16
roti_canai,kosong,Restoran Nasi Kandar Haleefa Maju (Muar),Muar,Johor,Roti Kosong,1.70,foodpanda.my/restaurant/apnr,2026-08-16
roti_canai,kosong,Southern Food Restaurant (Taman Marin),Muar,Johor,Roti Canai Kosong,2.20,foodpanda.my/restaurant/huif,2026-08-16
roti_canai,kosong,Nasi Kandar Ally Garden,Pontian,Johor,Roti Canai,2.20,foodpanda.my/restaurant/guml,2026-08-16
roti_canai,kosong,RESTORAN B&B (TAMAN SENAI UTAMA),Senai,Johor,Roti Canai,2.20,foodpanda.my/restaurant/j3aa,2026-08-16
roti_canai,kosong,Nasi Kandar Stadium (Gelang Patah),Gelang Patah,Johor,Roti Canai,2.47,foodpanda.my/restaurant/qspm,2026-08-16
teh_tarik,panas,Restoran ABS Mukmin,Johor Bahru,Johor,TehTarik,4.20,foodpanda.my/restaurant/s0dl,2026-08-16
teh_tarik,panas,The Garden Villa's- (Country Garden),Johor Bahru,Johor,Teh Tarik,3.30,foodpanda.my/restaurant/k954,2026-08-16
teh_tarik,panas,Restoran Habib (Nusa Bestari),Johor Bahru,Johor,Teh Tarik,5.25,foodpanda.my/restaurant/n7qv,2026-08-16
teh_tarik,panas,Restoran TKR (Larkin),Johor Bahru,Johor,T5. Teh Tarik,3.00,foodpanda.my/restaurant/hewy,2026-08-16
teh_tarik,panas,Mr Mamak Bistro (Jaya Mas),Skudai,Johor,Teh Tarik,2.20,foodpanda.my/restaurant/o34x,2026-08-16
teh_tarik,panas,Restoran Nasi Kandar AKRD (T.U.T.A),Skudai,Johor,Teh Tarik,2.60,foodpanda.my/restaurant/lpy6,2026-08-16
teh_tarik,panas,Nasi Kandar Rasul Maju,Batu Pahat,Johor,M1. Teh Tarik,4.40,foodpanda.my/restaurant/r8ha,2026-08-16
teh_tarik,panas,Restoran Cuba Rasa ABC Budaya,Batu Pahat,Johor,TH02. Teh Tarik,2.50,foodpanda.my/restaurant/c08h,2026-08-16
teh_tarik,panas,SANTAI STATION CAFE,Batu Pahat,Johor,Teh Tarik Panas,3.10,foodpanda.my/restaurant/m142,2026-08-16
teh_tarik,panas,Restoran Pesta,Muar,Johor,Teh Tarik,2.80,foodpanda.my/restaurant/h7pt,2026-08-16
teh_tarik,panas,K.B.S. CORNER,Muar,Johor,Teh Tarik,3.50,foodpanda.my/restaurant/m3m0,2026-08-16
teh_tarik,panas,Restoran Nasi Kandar Amin,Pontian,Johor,Teh Tarik,2.50,foodpanda.my/restaurant/di5g,2026-08-16
teh_tarik,panas,Nasi Kandar Ally Garden,Pontian,Johor,Teh Tarik,2.90,foodpanda.my/restaurant/guml,2026-08-16
teh_tarik,panas,Restoran AKRD (Senai),Senai,Johor,Teh Tarik,3.20,foodpanda.my/restaurant/b7hn,2026-08-16
teh_tarik,panas,Nasi Kandar Stadium (Gelang Patah),Gelang Patah,Johor,Teh Tarik,2.99,foodpanda.my/restaurant/qspm,2026-08-16
mee_goreng,mamak,Restoran ABS Mukmin,Johor Bahru,Johor,Mee Goreng Biasa,11.50,foodpanda.my/restaurant/s0dl,2026-08-16
mee_goreng,mamak,Restoran TKR (Larkin),Johor Bahru,Johor,C1. Mee Goreng Biasa,9.00,foodpanda.my/restaurant/hewy,2026-08-16
mee_goreng,mamak,RESTORAN AL AJWA @ TAMAN SRI STULANG,Johor Bahru,Johor,Mee Goreng,8.40,foodpanda.my/restaurant/tjzy,2026-08-16
mee_goreng,mamak,Restoran Al-Rahmat Nasi Kandar (Kempas Indah),Johor Bahru,Johor,Mee Goreng Biasa,9.50,foodpanda.my/restaurant/x6xc,2026-08-16
mee_goreng,mamak,Restoran Nasi Kandar Farook (Taman U),Skudai,Johor,Mee Goreng,8.50,foodpanda.my/restaurant/kl61,2026-08-16
mee_goreng,mamak,Nasi Kandar Rasul Maju,Batu Pahat,Johor,M7. Mee Goreng,9.90,foodpanda.my/restaurant/r8ha,2026-08-16
mee_goreng,mamak,Restoran Cuba Rasa ABC Budaya,Batu Pahat,Johor,MG01. Mee Goreng,11.20,foodpanda.my/restaurant/c08h,2026-08-16
mee_goreng,mamak,SANTAI STATION CAFE,Batu Pahat,Johor,Mee Goreng Mamak,9.30,foodpanda.my/restaurant/m142,2026-08-16
mee_goreng,mamak,RESTORAN SK MAJU,Kluang,Johor,Mee goreng mamak,9.20,foodpanda.my/restaurant/fu83,2026-08-16
mee_goreng,mamak,Restoran Jamilah Taman Sri (Kluang),Kluang,Johor,Mee Goreng Biasa,6.50,foodpanda.my/restaurant/xhhk,2026-08-16
mee_goreng,mamak,Restoran Annapoorani Unavagam (Kluang),Kluang,Johor,Mee Goreng,10.00,foodpanda.my/restaurant/n3g2,2026-08-16
mee_goreng,mamak,Restoran Pesta,Muar,Johor,Mee Goreng Biasa,7.00,foodpanda.my/restaurant/h7pt,2026-08-16
mee_goreng,mamak,Southern Food Restaurant (Taman Marin),Muar,Johor,Mee Goreng,8.60,foodpanda.my/restaurant/huif,2026-08-16
mee_goreng,mamak,Nasi Kandar Ally Garden,Pontian,Johor,Mee Goreng Mamak,7.20,foodpanda.my/restaurant/guml,2026-08-16
mee_goreng,mamak,RESTORAN B&B (TAMAN SENAI UTAMA),Senai,Johor,Mee Goreng,8.70,foodpanda.my/restaurant/j3aa,2026-08-16
mee_goreng,mamak,Nasi Kandar Stadium (Gelang Patah),Gelang Patah,Johor,Mee Goreng,10.28,foodpanda.my/restaurant/qspm,2026-08-16
roti_canai,kosong,Restoran Aiza,Alor Setar,Kedah,Roti Canai,1.70,foodpanda.my/restaurant/rcqu,2026-08-16
roti_canai,kosong,Roti Canai King (Medan Selera Taman PKNK),Alor Setar,Kedah,Roti Canai Biasa,2.00,foodpanda.my/restaurant/dg04,2026-08-16
roti_canai,kosong,Restoran Manja Ehsan (Bang Mad Roti Canai),Alor Setar,Kedah,Roti Canai Biasa,2.20,foodpanda.my/restaurant/eiwk,2026-08-16
roti_canai,kosong,RESTORAN MIKAMAL,Alor Setar,Kedah,Roti Canai Kosong,2.30,foodpanda.my/restaurant/g3md,2026-08-16
roti_canai,kosong,Man Roti Canai (Tok Geduk Kitchen),Alor Setar,Kedah,Roti Canai,2.39,foodpanda.my/restaurant/ivpj,2026-08-16
roti_canai,kosong,"Indian Breakfast Corner - Roti Canai, Tosai & Capati",Alor Setar,Kedah,Roti Canai Biasa,2.50,foodpanda.my/restaurant/p5my,2026-08-16
roti_canai,kosong,Hussain Nasi Kandar,Sungai Petani,Kedah,Roti Canai (2pcs) (RM5.90 for 2),2.95,foodpanda.my/restaurant/o5ui,2026-08-16
roti_canai,kosong,RESTORAN NASI KANDAR KISWAH (Kulim),Kulim,Kedah,R00. Roti Canai,2.70,foodpanda.my/restaurant/skdg,2026-08-16
roti_canai,kosong,Mutalib Roti Canai Gear Box,Jitra,Kedah,Roti Kosong,2.50,foodpanda.my/restaurant/bmg9,2026-08-16
roti_canai,kosong,Hussain's Nasi Kandar (Jitra),Jitra,Kedah,Roti Canai (2pcs) (RM5.90 for 2),2.95,foodpanda.my/restaurant/i42b,2026-08-16
teh_tarik,panas,Mee Hanifa (Alor Setar),Alor Setar,Kedah,Teh Tarik,3.50,foodpanda.my/restaurant/iwwr,2026-08-16
teh_tarik,panas,Restoran Nasi Kandar Najmudin (BPJ),Sungai Petani,Kedah,Teh Tarik,2.90,foodpanda.my/restaurant/it4m,2026-08-16
teh_tarik,panas,D Anggerik Corner,Sungai Petani,Kedah,Teh Tarik,2.90,foodpanda.my/restaurant/y7kt,2026-08-16
teh_tarik,panas,Ache Arusuai Restaurant,Sungai Petani,Kedah,Teh Tarik,3.00,foodpanda.my/restaurant/rlwi,2026-08-16
teh_tarik,panas,Nash Bistro (Kulim),Kulim,Kedah,Teh Tarik,3.00,foodpanda.my/restaurant/s8yz,2026-08-16
teh_tarik,panas,Restoran Nasi Kandar Yasmeen (Jitra),Jitra,Kedah,Teh Tarik,2.10,foodpanda.my/restaurant/q5ct,2026-08-16
teh_tarik,panas,Sup Kambing Jitra,Jitra,Kedah,Teh Tarik Panas,2.30,foodpanda.my/restaurant/rhjr,2026-08-16
teh_tarik,panas,Mutalib Roti Canai Gear Box,Jitra,Kedah,Teh Tarik,3.70,foodpanda.my/restaurant/bmg9,2026-08-16
teh_tarik,panas,Bayu Cholek,Kuah,Kedah,Teh Tarik,4.00,foodpanda.my/restaurant/z39o,2026-08-16
teh_tarik,panas,Nasi Goreng & Roti Canai Langkawi Foodhall (Kuah),Kuah,Kedah,Teh Tarik,4.00,foodpanda.my/restaurant/e2um,2026-08-16
mee_goreng,mamak,Mee Abu Tandop,Alor Setar,Kedah,Mee Goreng,7.50,foodpanda.my/restaurant/f5jh,2026-08-16
mee_goreng,mamak,RESTORAN MEEHAMID (Tanjung Bendahara),Alor Setar,Kedah,Mee Goreng,8.50,foodpanda.my/restaurant/jxqd,2026-08-16
mee_goreng,mamak,Haji Ali Mee Goreng Daun Pisang,Alor Setar,Kedah,Mee Goreng,8.50,foodpanda.my/restaurant/y4ik,2026-08-16
mee_goreng,mamak,Restoran MoHa (Kafe 97),Alor Setar,Kedah,Mee Goreng,8.60,foodpanda.my/restaurant/pbiu,2026-08-16
mee_goreng,mamak,Mee Hanifa (Alor Setar),Alor Setar,Kedah,Mee Goreng Biasa,9.00,foodpanda.my/restaurant/iwwr,2026-08-16
mee_goreng,mamak,Restoran Nasi Kandar Najmudin (BPJ),Sungai Petani,Kedah,Mee Goreng Mamak,7.90,foodpanda.my/restaurant/it4m,2026-08-16
mee_goreng,mamak,Tomyam Padang Bola,Kulim,Kedah,Mee Goreng Mamak,8.00,foodpanda.my/restaurant/e2p5,2026-08-16
mee_goreng,mamak,RESTORAN NASI KANDAR KISWAH (Kulim),Kulim,Kedah,ME1. Mee Goreng Biasa,8.90,foodpanda.my/restaurant/skdg,2026-08-16
mee_goreng,mamak,Sup Kambing Jitra,Jitra,Kedah,Mee Goreng,6.50,foodpanda.my/restaurant/rhjr,2026-08-16
mee_goreng,mamak,Raajaathi Raaja,Lunas,Kedah,Mee Goreng,9.00,foodpanda.my/restaurant/jpi3,2026-08-16
roti_canai,kosong,Ayuni Thai Restoran (Kampung Apam),Pasir Mas,Kelantan,Roti Canai Kosong,2.20,foodpanda.my/restaurant/q37q,2026-08-16
roti_canai,kosong,Kedai Makan Smile (Depan Tabung Haji),Pasir Mas,Kelantan,Roti Kosong,2.00,foodpanda.my/restaurant/rs83,2026-08-16
roti_canai,kosong,Nasi Kandar Cikgu Basheer,Tanah Merah,Kelantan,Roti Canai Kosong,1.90,foodpanda.my/restaurant/w49m,2026-08-16
roti_canai,kosong,Port Roti Canai,Pasir Puteh,Kelantan,Roti Kosong,2.00,foodpanda.my/restaurant/nswu,2026-08-16
roti_canai,kosong,PC Roti Canai (Cabang 3 Jerus),Pasir Puteh,Kelantan,Roti Kosong,1.50,foodpanda.my/restaurant/yh57,2026-08-16
roti_canai,kosong,Roti Tempayan & Restoran Warisan Gobbanali (Wakaf Bharu),Wakaf Bharu,Kelantan,Roti Canai Kosong,2.10,foodpanda.my/restaurant/hg0j,2026-08-16
teh_tarik,panas,Resipi Anak Jate (Pasir Mas),Pasir Mas,Kelantan,Teh Tarik Hot,2.00,foodpanda.my/restaurant/z8b7,2026-08-16
teh_tarik,panas,Nasi kandar Al Yaseen,Tanah Merah,Kelantan,Teh Tarik,3.50,foodpanda.my/restaurant/qrbb,2026-08-16
teh_tarik,panas,Nasi Kandar Cikgu Basheer,Tanah Merah,Kelantan,Teh Tarik,3.00,foodpanda.my/restaurant/w49m,2026-08-16
teh_tarik,panas,Restoran Edde (Taman Kota Harmoni),Tanah Merah,Kelantan,Teh Tarik,4.00,foodpanda.my/restaurant/rqdo,2026-08-16
teh_tarik,panas,Nasi Kerabu Kak Yah 2 (Belimbing),Tanah Merah,Kelantan,Teh Tarik,2.90,foodpanda.my/restaurant/qttw,2026-08-16
teh_tarik,panas,Mami Kitchen (Kg Hutan Kuin),Machang,Kelantan,Teh Tarik,3.00,foodpanda.my/restaurant/nlkm,2026-08-16
teh_tarik,panas,Impian Cafe & Catering,Machang,Kelantan,Teh Tarik,4.50,foodpanda.my/restaurant/k9m3,2026-08-16
teh_tarik,panas,Roti Tempayan & Restoran Warisan Gobbanali (Wakaf Bharu),Wakaf Bharu,Kelantan,Teh Tarik,3.50,foodpanda.my/restaurant/hg0j,2026-08-16
mee_goreng,mamak,Nasi Kandar Cikgu Basheer,Tanah Merah,Kelantan,Mee Goreng Mamak Biasa,8.00,foodpanda.my/restaurant/w49m,2026-08-16
mee_goreng,mamak,Restoran Edde (Taman Kota Harmoni),Tanah Merah,Kelantan,Mee Goreng Mamak,10.30,foodpanda.my/restaurant/rqdo,2026-08-16
mee_goreng,mamak,Gmie Tomyam & Roti Canai - Kampung Dangar (Pasir Mas),Pasir Mas,Kelantan,Mee Goreng Biasa,8.80,foodpanda.my/restaurant/r5j6,2026-08-16
mee_goreng,mamak,Mat Yee Seafood (Kampung Banggol Ara),Pasir Mas,Kelantan,Mee Goreng Mamak,9.00,foodpanda.my/restaurant/wyvo,2026-08-16
mee_goreng,mamak,Key Roti Canai (Pokok Cherry),Pasir Puteh,Kelantan,Mee Goreng,10.00,foodpanda.my/restaurant/eln9,2026-08-16
mee_goreng,mamak,Nasi Air Kak Lah,Machang,Kelantan,Mee Goreng,6.00,foodpanda.my/restaurant/v4wi,2026-08-16
mee_goreng,mamak,Yah Tom Yam (Kg Kepas),Machang,Kelantan,Mee Goreng,8.90,foodpanda.my/restaurant/eubo,2026-08-16
roti_canai,kosong,Raja Laut Curry House,Chow Kit,Kuala Lumpur,Roti Canai Biasa,1.60,foodpanda.my/restaurant/xso2,2026-08-16
roti_canai,kosong,Mamak Jalan Midah 8,Cheras,Kuala Lumpur,Roti Canai Kosong,1.80,foodpanda.my/restaurant/l9k9,2026-08-16
roti_canai,kosong,Jalal Bistro,Setapak,Kuala Lumpur,Roti Canai Biasa,2.20,foodpanda.my/restaurant/g9ch,2026-08-16
roti_canai,kosong,MEE GORENG MAMAK CORNER,Wangsa Melawati,Kuala Lumpur,Roti Canai Biasa,2.20,foodpanda.my/restaurant/lmag,2026-08-16
roti_canai,kosong,Restoran Nasi Kandar Safreen TRX,Bukit Bintang,Kuala Lumpur,Roti Canai,2.30,foodpanda.my/restaurant/st14,2026-08-16
roti_canai,kosong,Qasim Mamak (Pudu),Pudu,Kuala Lumpur,Roti Canai Kosong,2.50,foodpanda.my/restaurant/nr8f,2026-08-16
roti_canai,kosong,Restoran Ali Maju (Rampai),Setapak,Kuala Lumpur,Roti Canai,2.50,foodpanda.my/restaurant/n8ex,2026-08-16
roti_canai,kosong,SUN RAJ CURRY HOUSE,Desa Petaling,Kuala Lumpur,Roti Canai Kosong,2.50,foodpanda.my/restaurant/fmeh,2026-08-16
roti_canai,kosong,KARIM ROTI CANAI (Pusat Penjaja DBKL),Chow Kit,Kuala Lumpur,Roti Canai,2.80,foodpanda.my/restaurant/c6bm,2026-08-16
roti_canai,kosong,Roti Canai Queen (Medan Mara),Chow Kit,Kuala Lumpur,R. Kosong,3.00,foodpanda.my/restaurant/k55f,2026-08-16
roti_canai,kosong,Restoran Royale Mamak,Kepong,Kuala Lumpur,Roti Canai,3.20,foodpanda.my/restaurant/kslc,2026-08-16
teh_tarik,panas,NASI KANDAR MAMAK CAFE,Kuala Lumpur,Kuala Lumpur,Teh Tarik,2.00,foodpanda.my/restaurant/cudo,2026-08-16
teh_tarik,panas,Qasim Mamak (Pudu),Pudu,Kuala Lumpur,Teh Tarik,2.50,foodpanda.my/restaurant/nr8f,2026-08-16
teh_tarik,panas,Raja Laut Curry House,Chow Kit,Kuala Lumpur,Teh Tarik,2.50,foodpanda.my/restaurant/xso2,2026-08-16
teh_tarik,panas,SOMe Coffee & Space (Wangsa Melawati),Wangsa Melawati,Kuala Lumpur,Teh Tarik Panas,2.50,foodpanda.my/restaurant/evsy,2026-08-16
teh_tarik,panas,Saddam Nasi Kandar (Chowkit),Chow Kit,Kuala Lumpur,Teh Tarik,2.80,foodpanda.my/restaurant/jx6m,2026-08-16
teh_tarik,panas,Malaya Restaurant (Jln Imbi),Bukit Bintang,Kuala Lumpur,Teh Tarik,3.00,foodpanda.my/restaurant/tsp2,2026-08-16
teh_tarik,panas,Mamak Jalan Midah 8,Cheras,Kuala Lumpur,Teh Tarik,3.20,foodpanda.my/restaurant/l9k9,2026-08-16
teh_tarik,panas,SUN RAJ CURRY HOUSE,Desa Petaling,Kuala Lumpur,Teh Tarik,3.20,foodpanda.my/restaurant/fmeh,2026-08-16
teh_tarik,panas,Restoran Nasi Kandar Safreen TRX,Bukit Bintang,Kuala Lumpur,Teh Tarik,3.40,foodpanda.my/restaurant/st14,2026-08-16
teh_tarik,panas,Mr Roti Naan (SAMA Square),Setapak,Kuala Lumpur,Teh Tarik,3.50,foodpanda.my/restaurant/qkht,2026-08-16
teh_tarik,panas,MEE GORENG MAMAK CORNER,Wangsa Melawati,Kuala Lumpur,Teh Tarik,3.70,foodpanda.my/restaurant/lmag,2026-08-16
teh_tarik,panas,Restoran Ali Maju (Rampai),Setapak,Kuala Lumpur,Teh Tarik,3.90,foodpanda.my/restaurant/n8ex,2026-08-16
teh_tarik,panas,Khan Jee Restaurant 1 (Chow Kit),Chow Kit,Kuala Lumpur,Teh Tarik,4.00,foodpanda.my/restaurant/g0lg,2026-08-16
mee_goreng,mamak,NASI KANDAR MAMAK CAFE,Kuala Lumpur,Kuala Lumpur,Mee Goreng Biasa,6.00,foodpanda.my/restaurant/cudo,2026-08-16
mee_goreng,mamak,Raja Laut Curry House,Chow Kit,Kuala Lumpur,Mee Goreng,6.00,foodpanda.my/restaurant/xso2,2026-08-16
mee_goreng,mamak,Saddam Nasi Kandar (Chowkit),Chow Kit,Kuala Lumpur,Mee Goreng Biasa Mamak,6.80,foodpanda.my/restaurant/jx6m,2026-08-16
mee_goreng,mamak,MEE GORENG MAMAK CORNER,Wangsa Melawati,Kuala Lumpur,Mee Goreng,7.50,foodpanda.my/restaurant/lmag,2026-08-16
mee_goreng,mamak,Qasim Mamak (Pudu),Pudu,Kuala Lumpur,Mee Goreng,8.00,foodpanda.my/restaurant/nr8f,2026-08-16
mee_goreng,mamak,Malaya Restaurant (Jln Imbi),Bukit Bintang,Kuala Lumpur,Mee Goreng Biasa,8.00,foodpanda.my/restaurant/tsp2,2026-08-16
mee_goreng,mamak,Restoran Ali Maju (Rampai),Setapak,Kuala Lumpur,Mee Goreng,8.30,foodpanda.my/restaurant/n8ex,2026-08-16
mee_goreng,mamak,Mamak Jalan Midah 8,Cheras,Kuala Lumpur,Mee Goreng,8.40,foodpanda.my/restaurant/l9k9,2026-08-16
mee_goreng,mamak,SUN RAJ CURRY HOUSE,Desa Petaling,Kuala Lumpur,Mee Goreng,8.50,foodpanda.my/restaurant/fmeh,2026-08-16
