dish,tier,restaurant,city,state,item_name,price_rm_original,source,collected
matcha,iced,MCC Matcha Coffee & Crumbs,Subang Jaya,Selangor,Iced Signature Matcha O,13.20,foodpanda.my/restaurant/aiem,2026-08-13
kopi,iced,Matcha House (Shah Alam),Shah Alam,Selangor,Iced Classic Americano,10.90,foodpanda.my/restaurant/ppcm,2026-08-13
matcha,iced,Matcha House (Shah Alam),Shah Alam,Selangor,Classic Matcha Latte (Iced),16.90,foodpanda.my/restaurant/ppcm,2026-08-13
kopi,iced,Koppiku (AEON Shah Alam),Shah Alam,Selangor,Kreamy Latte Ice,8.96,foodpanda.my/restaurant/e9x6,2026-08-13
kopi,iced,Tealive (The Curve),Petaling Jaya,Selangor,Americano Bold (Iced),8.40,foodpanda.my/restaurant/o8zu,2026-08-13
matcha,iced,Tealive (The Curve),Petaling Jaya,Selangor,Rich Matcha Latte,14.40,foodpanda.my/restaurant/o8zu,2026-08-13
kopi,iced,Kenangan Coffee (AEON Shah Alam),Shah Alam,Selangor,Iced Americano,10.90,foodpanda.my/restaurant/z84x,2026-08-13
matcha,iced,Kenangan Coffee (AEON Shah Alam),Shah Alam,Selangor,Iced Matcha Latte,15.90,foodpanda.my/restaurant/z84x,2026-08-13
kopi,iced,First Cup Coffee (Summit USJ),Subang Jaya,Selangor,Americano (Ice),10.90,foodpanda.my/restaurant/irib,2026-08-13
matcha,iced,First Cup Coffee (Summit USJ),Subang Jaya,Selangor,Matcha Latte (Ice),16.90,foodpanda.my/restaurant/irib,2026-08-13
kopi,iced,Nety Coffee (Puncak Alam),Shah Alam,Selangor,Iced Americano,12.50,foodpanda.my/restaurant/nl11,2026-08-13
matcha,iced,Nety Coffee (Puncak Alam),Shah Alam,Selangor,Iced Matcha Latte,17.50,foodpanda.my/restaurant/nl11,2026-08-13
kopi,iced,Ipoh Ais Kopi (Atria),Petaling Jaya,Selangor,Iced White Coffee,6.50,foodpanda.my/restaurant/h6al,2026-08-13
matcha,iced,Ipoh Ais Kopi (Atria),Petaling Jaya,Selangor,Japanese Matcha Milk Tea Ice,9.00,foodpanda.my/restaurant/h6al,2026-08-13
kopi,iced,ZUS Coffee (Jelutong),George Town,Penang,Iced Americano,7.90,foodpanda.my/restaurant/nt41,2026-08-13
matcha,iced,ZUS Coffee (Jelutong),George Town,Penang,Iced Matcha Latte,13.20,foodpanda.my/restaurant/nt41,2026-08-13
kopi,iced,Daily Coffee (Bayan Baru),Bayan Lepas,Penang,Signature Coffee Frappe,14.90,foodpanda.my/restaurant/ny02,2026-08-13
matcha,iced,Daily Coffee (Bayan Baru),Bayan Lepas,Penang,Matcha Frappe,16.90,foodpanda.my/restaurant/ny02,2026-08-13
kopi,iced,Oo White Coffee (Juru Sentral),Bukit Mertajam,Penang,White Coffee (Iced),7.55,foodpanda.my/restaurant/ksiu,2026-08-13
kopi,iced,Coffee Bean & Tea Leaf (Summerton),Bayan Lepas,Penang,Iced Americano,9.00,foodpanda.my/restaurant/t5dh,2026-08-13
matcha,iced,Coffee Bean & Tea Leaf (Summerton),Bayan Lepas,Penang,Iced Matcha Hazelnut Oat Latte,22.90,foodpanda.my/restaurant/t5dh,2026-08-13
kopi,iced,Kenangan Coffee (AEON BM),Bukit Mertajam,Penang,Iced Americano,8.90,foodpanda.my/restaurant/cnob,2026-08-13
matcha,iced,Kenangan Coffee (AEON BM),Bukit Mertajam,Penang,Iced Matcha Latte,13.90,foodpanda.my/restaurant/cnob,2026-08-13
kopi,iced,Tealive (Gurney Paragon),George Town,Penang,Americano Bold (Iced),8.40,foodpanda.my/restaurant/p4tr,2026-08-13
matcha,iced,Tealive (Gurney Paragon),George Town,Penang,Rich Matcha Latte,14.40,foodpanda.my/restaurant/p4tr,2026-08-13
kopi,iced,Liang Kee Nanyang Kopitiam,George Town,Penang,Nanyang Kopi O (Iced),5.60,foodpanda.my/restaurant/j959,2026-08-13
matcha,iced,Fabulous Cafe (Jit Sin),Bukit Mertajam,Penang,Japan Matcha Snowshake,8.10,foodpanda.my/restaurant/gfmx,2026-08-13
kopi,iced,Fabulous Cafe (Jit Sin),Bukit Mertajam,Penang,Latte Coffee (Iced),9.50,foodpanda.my/restaurant/gfmx,2026-08-13
matcha,iced,Cool Place (Bayan Lepas),Bayan Lepas,Penang,Matcha Latte (Iced),14.00,foodpanda.my/restaurant/dgou,2026-08-13
kopi,iced,Cool Place (Bayan Lepas),Bayan Lepas,Penang,Kopi Ais,3.00,foodpanda.my/restaurant/dgou,2026-08-13
kopi,iced,ZUS Coffee (Alma BM),Bukit Mertajam,Penang,Iced Americano,7.90,foodpanda.my/restaurant/ut4t,2026-08-13
matcha,iced,ZUS Coffee (Alma BM),Bukit Mertajam,Penang,Iced Matcha Latte,13.20,foodpanda.my/restaurant/ut4t,2026-08-13
matcha,iced,ZUS Coffee (Bayan Lepas GT2),Bayan Lepas,Penang,Iced Matcha Latte,13.20,foodpanda.my/restaurant/gyp2,2026-08-13
matcha,iced,Bask Bear Coffee (Queensbay),Bayan Lepas,Penang,Japanese Fine Matcha Frappe,15.90,foodpanda.my/restaurant/ywfi,2026-08-13
kopi,iced,Rasa Nanyang Kopitiam (Dato Onn),Johor Bahru,Johor,Kopi O Ice,6.50,foodpanda.my/restaurant/wy9u,2026-08-13
matcha,iced,Pasta Matcha (Senai),Senai,Johor,Ice Matcha Latte,9.00,foodpanda.my/restaurant/s726,2026-08-13
kopi,iced,Pasta Matcha (Senai),Senai,Johor,Ice Americano,6.00,foodpanda.my/restaurant/s726,2026-08-13
kopi,iced,ZUS Coffee (Taman Daya),Johor Bahru,Johor,Iced Americano,7.90,foodpanda.my/restaurant/zfzj,2026-08-13
matcha,iced,ZUS Coffee (Taman Daya),Johor Bahru,Johor,Iced Matcha Latte,13.20,foodpanda.my/restaurant/zfzj,2026-08-13
kopi,iced,Kenangan Coffee (GPO JB),Johor Bahru,Johor,Iced Americano,9.90,foodpanda.my/restaurant/xckf,2026-08-13
matcha,iced,Kenangan Coffee (GPO JB),Johor Bahru,Johor,Iced Matcha Latte,14.90,foodpanda.my/restaurant/xckf,2026-08-13
kopi,iced,Tealive (Paradigm Mall JB),Skudai,Johor,Americano Bold (Iced),8.40,foodpanda.my/restaurant/z6ge,2026-08-13
matcha,iced,Tealive (Paradigm Mall JB),Skudai,Johor,Rich Matcha Latte,14.40,foodpanda.my/restaurant/z6ge,2026-08-13
kopi,iced,Kluang Kopi Tarik (Batu Pahat),Batu Pahat,Johor,Kopi O Tarik (Iced),3.90,foodpanda.my/restaurant/q4dj,2026-08-13
kopi,iced,Coffee Bean & Tea Leaf (Batu Pahat),Batu Pahat,Johor,Iced Americano,9.00,foodpanda.my/restaurant/t1ld,2026-08-13
matcha,iced,Coffee Bean & Tea Leaf (Batu Pahat),Batu Pahat,Johor,Matcha Green Ice Blended,20.50,foodpanda.my/restaurant/t1ld,2026-08-13
kopi,iced,ZUS Coffee (Impian Emas),Skudai,Johor,Iced Americano,7.90,foodpanda.my/restaurant/rh57,2026-08-13
matcha,iced,ZUS Coffee (Impian Emas),Skudai,Johor,Iced Matcha Latte,13.20,foodpanda.my/restaurant/rh57,2026-08-13
matcha,iced,Gong Cha (Mount Austin),Johor Bahru,Johor,Matcha Milk Tea Red Adzuki (Iced),15.00,foodpanda.my/restaurant/n3lk,2026-08-13
matcha,iced,Ichigo by Tea Cottage (Iskandar Puteri),Johor Bahru,Johor,Kaede Matcha Latte (Iced),22.90,foodpanda.my/restaurant/hg3s,2026-08-13
kopi,iced,Kenangan Coffee (Southkey),Johor Bahru,Johor,Iced Americano,10.90,foodpanda.my/restaurant/qzjs,2026-08-13
kopi,iced,ZUS Coffee (Bandar Baru Uda),Johor Bahru,Johor,Iced Americano,7.90,foodpanda.my/restaurant/s053,2026-08-13
matcha,iced,Dagan Rengit Coffee (BP Mall),Batu Pahat,Johor,Iced Matcha Latte,14.90,foodpanda.my/restaurant/sc1r,2026-08-13
matcha,iced,Tealive (Lotus Kluang),Kluang,Johor,Rich Matcha Latte,14.40,foodpanda.my/restaurant/shxl,2026-08-13
kopi,iced,ZUS Coffee (Ipoh Parade),Ipoh,Perak,Iced Americano,7.90,foodpanda.my/restaurant/vpzh,2026-08-13
matcha,iced,ZUS Coffee (Ipoh Parade),Ipoh,Perak,Iced Matcha Latte,13.20,foodpanda.my/restaurant/vpzh,2026-08-13
kopi,iced,Tealive (Ipoh Parade),Ipoh,Perak,Americano Bold (Iced),8.40,foodpanda.my/restaurant/s1xp,2026-08-13
matcha,iced,Tealive (Ipoh Parade),Ipoh,Perak,Rich Bang Bang Matcha,14.40,foodpanda.my/restaurant/s1xp,2026-08-13
kopi,iced,Kopi Ais Kaw Kaw (Chemor),Ipoh,Perak,Kopi O Ais Cup,4.50,foodpanda.my/restaurant/ktej,2026-08-13
kopi,iced,Kenangan Coffee (Taiping Sentral),Taiping,Perak,Iced Americano,8.90,foodpanda.my/restaurant/jidw,2026-08-13
matcha,iced,Kenangan Coffee (Taiping Sentral),Taiping,Perak,Iced Matcha Latte,13.90,foodpanda.my/restaurant/jidw,2026-08-13
kopi,iced,Cream Coffee Co (Fair Park),Ipoh,Perak,Iced Malaysiano,13.00,foodpanda.my/restaurant/i1o0,2026-08-13
matcha,iced,Cream Coffee Co (Fair Park),Ipoh,Perak,Iced Matcha Tebu,21.00,foodpanda.my/restaurant/i1o0,2026-08-13
matcha,iced,Tao Xiang Time House (Medan Ipoh),Ipoh,Perak,Iced Classic Matcha Milk,13.90,foodpanda.my/restaurant/atj5,2026-08-13
kopi,iced,Tao Xiang Time House (Medan Ipoh),Ipoh,Perak,Iced Local Black Coffee,9.00,foodpanda.my/restaurant/atj5,2026-08-13
matcha,iced,Ms Caffe (Arena Prima Meru),Ipoh,Perak,Matcha Latte (Iced),9.50,foodpanda.my/restaurant/f76l,2026-08-13
kopi,iced,Ms Caffe (Arena Prima Meru),Ipoh,Perak,Americano (Iced),7.90,foodpanda.my/restaurant/f76l,2026-08-13
kopi,iced,Bask Bear Coffee (Teluk Intan),Teluk Intan,Perak,Aren Aerocano (Iced),11.90,foodpanda.my/restaurant/szj1,2026-08-13
matcha,iced,Bask Bear Coffee (Teluk Intan),Teluk Intan,Perak,Japanese Fine Matcha Frappe,15.90,foodpanda.my/restaurant/szj1,2026-08-13
matcha,iced,Tealive (Lotus Teluk Intan),Teluk Intan,Perak,Rich Matcha Latte,14.40,foodpanda.my/restaurant/yjyo,2026-08-13
kopi,iced,ZUS Coffee (Bond Square),Ipoh,Perak,Iced Americano,7.90,foodpanda.my/restaurant/oco5,2026-08-13
matcha,iced,ZUS Coffee (Bond Square),Ipoh,Perak,Iced Matcha Latte,13.20,foodpanda.my/restaurant/oco5,2026-08-13
kopi,iced,ZUS Coffee (Kuala Kangsar),Kuala Kangsar,Perak,Iced Americano,7.90,foodpanda.my/restaurant/jx20,2026-08-13
matcha,iced,ZUS Coffee (Kuala Kangsar),Kuala Kangsar,Perak,Iced Matcha Latte,13.20,foodpanda.my/restaurant/jx20,2026-08-13
kopi,iced,ZUS Coffee (Changlun),Changlun,Kedah,Iced Americano,7.90,foodpanda.my/restaurant/l4ad,2026-08-13
matcha,iced,ZUS Coffee (Changlun),Changlun,Kedah,Iced Matcha Latte,13.20,foodpanda.my/restaurant/l4ad,2026-08-13
kopi,iced,ZUS Coffee (Medan Putra),Alor Setar,Kedah,Iced Americano,7.90,foodpanda.my/restaurant/vs55,2026-08-13
matcha,iced,ZUS Coffee (Medan Putra),Alor Setar,Kedah,Iced Matcha Latte,13.20,foodpanda.my/restaurant/vs55,2026-08-13
kopi,iced,Tealive (Sungai Petani),Sungai Petani,Kedah,Americano Bold (Iced),8.40,foodpanda.my/restaurant/s2fj,2026-08-13
matcha,iced,Tealive (Sungai Petani),Sungai Petani,Kedah,Rich Matcha Latte,14.40,foodpanda.my/restaurant/s2fj,2026-08-13
kopi,iced,Pa'din Kopi Ais (Taman Semarak),Kulim,Kedah,Kopi Normal (Ais),7.50,foodpanda.my/restaurant/f2d8,2026-08-13
kopi,iced,ZUS Coffee (Bakar Arang SP),Sungai Petani,Kedah,Iced Americano,7.90,foodpanda.my/restaurant/rflj,2026-08-13
matcha,iced,ZUS Coffee (Bakar Arang SP),Sungai Petani,Kedah,Iced Matcha Latte,13.20,foodpanda.my/restaurant/rflj,2026-08-13
kopi,iced,Bask Bear Coffee (Simpang Kuala),Alor Setar,Kedah,Aren Aerocano (Iced),11.90,foodpanda.my/restaurant/ialc,2026-08-13
matcha,iced,Bask Bear Coffee (Simpang Kuala),Alor Setar,Kedah,Japanese Fine Matcha Frappe,15.90,foodpanda.my/restaurant/ialc,2026-08-13
kopi,iced,OldTown White Coffee (Alor Setar),Alor Setar,Kedah,OldTown White Coffee (Cold),10.90,foodpanda.my/restaurant/otss,2026-08-13
kopi,iced,Bask Bear Coffee (Pekan Jitra),Jitra,Kedah,Aren Aerocano (Iced),11.90,foodpanda.my/restaurant/iekt,2026-08-13
matcha,iced,Bask Bear Coffee (Pekan Jitra),Jitra,Kedah,Japanese Fine Matcha Frappe,15.90,foodpanda.my/restaurant/iekt,2026-08-13
kopi,iced,Tealive (Tunku Ibrahim AS),Alor Setar,Kedah,Americano Bold (Iced),8.40,foodpanda.my/restaurant/s7ex,2026-08-13
matcha,iced,Tealive (Tunku Ibrahim AS),Alor Setar,Kedah,Rich Bang Bang Matcha,14.40,foodpanda.my/restaurant/s7ex,2026-08-13
kopi,iced,Starbucks (Alor Setar DT),Alor Setar,Kedah,Iced Caffe Americano,10.49,foodpanda.my/restaurant/r2xm,2026-08-13
matcha,iced,Starbucks (Alor Setar DT),Alor Setar,Kedah,Iced Green Tea Latte,18.02,foodpanda.my/restaurant/r2xm,2026-08-13
matcha,iced,Tealive (Lotus SP),Sungai Petani,Kedah,Rich Bang Bang Matcha,14.40,foodpanda.my/restaurant/rztb,2026-08-13
matcha,iced,ZUS Coffee (Tuanku Haminah SP),Sungai Petani,Kedah,Iced Matcha Latte,13.20,foodpanda.my/restaurant/w9jq,2026-08-13
kopi,iced,ZUS Coffee (KB Mall),Kota Bharu,Kelantan,Iced Americano,7.90,foodpanda.my/restaurant/tsbj,2026-08-13
matcha,iced,ZUS Coffee (KB Mall),Kota Bharu,Kelantan,Iced Matcha Latte,13.20,foodpanda.my/restaurant/tsbj,2026-08-13
kopi,iced,Kopi Ais Mamu (Melor),Kota Bharu,Kelantan,Kopi Ais Mamu Regular,7.50,foodpanda.my/restaurant/bnip,2026-08-13
kopi,iced,Bask Bear Coffee (KB Mall),Kota Bharu,Kelantan,Aren Aerocano (Iced),11.90,foodpanda.my/restaurant/lfh8,2026-08-13
matcha,iced,Bask Bear Coffee (KB Mall),Kota Bharu,Kelantan,Japanese Fine Matcha Frappe,15.90,foodpanda.my/restaurant/lfh8,2026-08-13
kopi,iced,Tealive (KB Mall),Kota Bharu,Kelantan,Americano Bold (Iced),8.40,foodpanda.my/restaurant/p2uq,2026-08-13
matcha,iced,Tealive (KB Mall),Kota Bharu,Kelantan,Rich Bang Bang Matcha,14.40,foodpanda.my/restaurant/p2uq,2026-08-13
kopi,iced,So'Oh Good Cafe,Kota Bharu,Kelantan,Spanish Latte (Iced),10.90,foodpanda.my/restaurant/cqo0,2026-08-13
matcha,iced,So'Oh Good Cafe,Kota Bharu,Kelantan,Matcha Cheesecake Frappe,16.90,foodpanda.my/restaurant/cqo0,2026-08-13
kopi,iced,ZUS Coffee (AEON KB),Kota Bharu,Kelantan,Iced Americano,7.90,foodpanda.my/restaurant/od5n,2026-08-13
matcha,iced,ZUS Coffee (AEON KB),Kota Bharu,Kelantan,Iced Matcha Latte,13.20,foodpanda.my/restaurant/od5n,2026-08-13
kopi,iced,Tealive (Kubang Kerian),Kota Bharu,Kelantan,Americano Bold (Iced),8.40,foodpanda.my/restaurant/bxdp,2026-08-13
matcha,iced,Tealive (Kubang Kerian),Kota Bharu,Kelantan,Rich Bang Bang Matcha,14.40,foodpanda.my/restaurant/bxdp,2026-08-13
kopi,iced,ZUS Coffee (Berek 12),Kota Bharu,Kelantan,Iced Americano,7.90,foodpanda.my/restaurant/sn8o,2026-08-13
matcha,iced,ZUS Coffee (Berek 12),Kota Bharu,Kelantan,Iced Matcha Latte,13.20,foodpanda.my/restaurant/sn8o,2026-08-13
kopi,iced,Kopi Ais Mamu (Berek 12),Kota Bharu,Kelantan,Americano Kopi O Ais,6.00,foodpanda.my/restaurant/lcnz,2026-08-13
matcha,iced,Tealive (Wisma Yamud),Kota Bharu,Kelantan,Rich Bang Bang Matcha,14.40,foodpanda.my/restaurant/r2cx,2026-08-13
kopi,iced,Gigi Coffee (KB Mall),Kota Bharu,Kelantan,Americano (Cold),7.00,foodpanda.my/restaurant/by6j,2026-08-13
matcha,iced,Gigi Coffee (KB Mall),Kota Bharu,Kelantan,Cold Matcha Latte,14.00,foodpanda.my/restaurant/by6j,2026-08-13
matcha,iced,Sogno Coffee (Bandar KB),Kota Bharu,Kelantan,Matcha Frappe,17.60,foodpanda.my/restaurant/pzen,2026-08-13
kopi,iced,ZUS Coffee (Jalan Beserah),Kuantan,Pahang,Iced Americano,7.90,foodpanda.my/restaurant/z1ol,2026-08-13
kopi,iced,Bask Bear Coffee (Temerloh),Temerloh,Pahang,Aren Aerocano (Iced),11.90,foodpanda.my/restaurant/t26r,2026-08-13
matcha,iced,Bask Bear Coffee (Temerloh),Temerloh,Pahang,Japanese Fine Matcha Frappe,15.90,foodpanda.my/restaurant/t26r,2026-08-13
kopi,iced,ZUS Coffee (East Coast Mall),Kuantan,Pahang,Iced Americano,7.90,foodpanda.my/restaurant/e16u,2026-08-13
matcha,iced,ZUS Coffee (East Coast Mall),Kuantan,Pahang,Iced Matcha Latte,13.20,foodpanda.my/restaurant/e16u,2026-08-13
kopi,iced,Tealive (Taman Tas),Kuantan,Pahang,Americano Bold (Iced),8.40,foodpanda.my/restaurant/s4gy,2026-08-13
matcha,iced,Tealive (Taman Tas),Kuantan,Pahang,Rich Matcha Latte,14.40,foodpanda.my/restaurant/s4gy,2026-08-13
kopi,iced,Kopi Saigon (Sungai Isap),Kuantan,Pahang,Kopi Hitam (Iced),9.75,foodpanda.my/restaurant/pqks,2026-08-13
matcha,iced,Kopi Saigon (Sungai Isap),Kuantan,Pahang,Matcha Original (Iced),14.20,foodpanda.my/restaurant/pqks,2026-08-13
kopi,iced,ZUS Coffee (Temerloh),Temerloh,Pahang,Iced Americano,7.90,foodpanda.my/restaurant/cor0,2026-08-13
matcha,iced,ZUS Coffee (Temerloh),Temerloh,Pahang,Iced Matcha Latte,13.20,foodpanda.my/restaurant/cor0,2026-08-13
kopi,iced,Tealive (Lotus Indera Mahkota),Kuantan,Pahang,Americano Bold (Iced),8.40,foodpanda.my/restaurant/lxhw,2026-08-13
matcha,iced,Dr. Matcha Cafe (Indera Mahkota),Kuantan,Pahang,Iced Pure Matcha Tea,13.00,foodpanda.my/restaurant/vssb,2026-08-13
kopi,iced,Dr. Matcha Cafe (Indera Mahkota),Kuantan,Pahang,Iced Latte,15.00,foodpanda.my/restaurant/vssb,2026-08-13
matcha,iced,Gigi Coffee (Lotus Indera Mahkota),Kuantan,Pahang,Cold Matcha Latte,14.00,foodpanda.my/restaurant/gvsq,2026-08-13
kopi,iced,Gigi Coffee (Lotus Indera Mahkota),Kuantan,Pahang,Americano (Cold),7.00,foodpanda.my/restaurant/gvsq,2026-08-13
matcha,iced,Starbucks (Kuantan Indera Mahkota),Kuantan,Pahang,Iced Green Tea Latte,18.02,foodpanda.my/restaurant/b8rc,2026-08-13
kopi,iced,Starbucks (Kuantan Indera Mahkota),Kuantan,Pahang,Iced Caffe Americano,10.49,foodpanda.my/restaurant/b8rc,2026-08-13
matcha,iced,Bask Bear Coffee (Bentong),Bentong,Pahang,Japanese Fine Matcha Frappe,15.90,foodpanda.my/restaurant/kcgm,2026-08-13
matcha,iced,Sweet July Cafe (Bentong),Bentong,Pahang,Matcha Iced Blended,15.90,foodpanda.my/restaurant/cpec,2026-08-13
kopi,iced,ZUS Coffee (Kampung Laut),Kuala Terengganu,Terengganu,Iced Americano,7.90,foodpanda.my/restaurant/iz6x,2026-08-13
matcha,iced,ZUS Coffee (Kampung Laut),Kuala Terengganu,Terengganu,Iced Matcha Latte,13.20,foodpanda.my/restaurant/iz6x,2026-08-13
kopi,iced,Bask Bear Coffee (KTCC Mall),Kuala Terengganu,Terengganu,Aren Aerocano (Iced),11.90,foodpanda.my/restaurant/viu4,2026-08-13
matcha,iced,Bask Bear Coffee (KTCC Mall),Kuala Terengganu,Terengganu,Japanese Fine Matcha Frappe,15.90,foodpanda.my/restaurant/viu4,2026-08-13
kopi,iced,ZUS Coffee (Jalan Pejabat),Kuala Terengganu,Terengganu,Iced Americano,7.90,foodpanda.my/restaurant/z7b7,2026-08-13
matcha,iced,ZUS Coffee (Jalan Pejabat),Kuala Terengganu,Terengganu,Iced Matcha Latte,13.20,foodpanda.my/restaurant/z7b7,2026-08-13
kopi,iced,Tealive (Dataran Panji),Kuala Terengganu,Terengganu,Americano Bold (Iced),8.40,foodpanda.my/restaurant/q4bu,2026-08-13
matcha,iced,Tealive (Dataran Panji),Kuala Terengganu,Terengganu,Rich Matcha Latte,14.40,foodpanda.my/restaurant/q4bu,2026-08-13
kopi,iced,Bask Bear Coffee (Gong Badak),Kuala Terengganu,Terengganu,Aren Aerocano (Iced),11.90,foodpanda.my/restaurant/e7zh,2026-08-13
matcha,iced,Bask Bear Coffee (Gong Badak),Kuala Terengganu,Terengganu,Japanese Fine Matcha Frappe,15.90,foodpanda.my/restaurant/e7zh,2026-08-13
kopi,iced,Kopi Saigon (Chendering),Kuala Terengganu,Terengganu,Kopi Hitam (Iced),9.75,foodpanda.my/restaurant/f7c5,2026-08-13
matcha,iced,Kopi Saigon (Chendering),Kuala Terengganu,Terengganu,Matcha Original (Iced),16.30,foodpanda.my/restaurant/f7c5,2026-08-13
kopi,iced,Moka Loka Cafe,Kuala Terengganu,Terengganu,Iced Orange Americano,14.00,foodpanda.my/restaurant/wqki,2026-08-13
matcha,iced,Moka Loka Cafe,Kuala Terengganu,Terengganu,Iced Matcha Lemonade,14.00,foodpanda.my/restaurant/wqki,2026-08-13
kopi,iced,ZUS Coffee (KTCC Mall),Kuala Terengganu,Terengganu,Iced Americano,7.90,foodpanda.my/restaurant/il6a,2026-08-13
matcha,iced,ZUS Coffee (KTCC Mall),Kuala Terengganu,Terengganu,Iced Matcha Latte,13.20,foodpanda.my/restaurant/il6a,2026-08-13
kopi,iced,Seketul Cafe (Batu Rakit),Kuala Terengganu,Terengganu,Kopi Kampung (Iced),7.90,foodpanda.my/restaurant/hl1h,2026-08-13
matcha,iced,Seketul Cafe (Batu Rakit),Kuala Terengganu,Terengganu,Matcha Original Classic,8.90,foodpanda.my/restaurant/hl1h,2026-08-13
kopi,iced,Chibana Cafe (Lorong Pandan),Kuala Terengganu,Terengganu,Iced Spanish Latte,16.00,foodpanda.my/restaurant/wr7m,2026-08-13
matcha,iced,Chibana Cafe (Lorong Pandan),Kuala Terengganu,Terengganu,Lemonade Matcha (Iced),15.00,foodpanda.my/restaurant/wr7m,2026-08-13
kopi,iced,ZUS Coffee (Centrio Seremban 2),Seremban,Negeri Sembilan,Iced Americano,7.90,foodpanda.my/restaurant/yx9b,2026-08-13
matcha,iced,ZUS Coffee (Centrio Seremban 2),Seremban,Negeri Sembilan,Iced Matcha Latte,13.20,foodpanda.my/restaurant/yx9b,2026-08-13
kopi,iced,Bask Bear Coffee (Centrio S2),Seremban,Negeri Sembilan,Aren Aerocano (Iced),11.90,foodpanda.my/restaurant/flcq,2026-08-13
matcha,iced,Bask Bear Coffee (Centrio S2),Seremban,Negeri Sembilan,Japanese Fine Matcha Frappe,15.90,foodpanda.my/restaurant/flcq,2026-08-13
kopi,iced,Tealive (Bandar Prima Senawang),Seremban,Negeri Sembilan,Americano Bold (Iced),8.40,foodpanda.my/restaurant/s1bb,2026-08-13
matcha,iced,Tealive (Bandar Prima Senawang),Seremban,Negeri Sembilan,Rich Matcha Latte,14.40,foodpanda.my/restaurant/s1bb,2026-08-13
kopi,iced,ZUS Coffee (Palm Mall),Seremban,Negeri Sembilan,Iced Americano,7.90,foodpanda.my/restaurant/z2nt,2026-08-13
matcha,iced,ZUS Coffee (Palm Mall),Seremban,Negeri Sembilan,Iced Matcha Latte,13.20,foodpanda.my/restaurant/z2nt,2026-08-13
kopi,iced,Kopi Saigon (Seremban 2),Seremban,Negeri Sembilan,Kopi Hitam (Iced),9.75,foodpanda.my/restaurant/ukyg,2026-08-13
matcha,iced,Kopi Saigon (Seremban 2),Seremban,Negeri Sembilan,Matcha Original (Iced),16.30,foodpanda.my/restaurant/ukyg,2026-08-13
kopi,iced,KOKA Kopi Kampung (Rembau),Rembau,Negeri Sembilan,Kopi Kampung (Ais),7.00,foodpanda.my/restaurant/uxyq,2026-08-13
matcha,iced,KOKA Kopi Kampung (Rembau),Rembau,Negeri Sembilan,Matcha Latte Ais,9.00,foodpanda.my/restaurant/uxyq,2026-08-13
kopi,iced,Kenangan Coffee (Seremban Gateway),Seremban,Negeri Sembilan,Iced Americano,7.90,foodpanda.my/restaurant/wevg,2026-08-13
matcha,iced,Kenangan Coffee (Seremban Gateway),Seremban,Negeri Sembilan,Iced Matcha Latte,12.90,foodpanda.my/restaurant/wevg,2026-08-13
kopi,iced,Coffee Bean & Tea Leaf (Senawang),Seremban,Negeri Sembilan,Iced Americano,9.00,foodpanda.my/restaurant/cess,2026-08-13
matcha,iced,Coffee Bean & Tea Leaf (Senawang),Seremban,Negeri Sembilan,Matcha Green Ice Blended,20.50,foodpanda.my/restaurant/cess,2026-08-13
kopi,iced,Bask Bear Coffee (AEON Nilai),Nilai,Negeri Sembilan,Aren Aerocano (Iced),11.90,foodpanda.my/restaurant/tvoo,2026-08-13
matcha,iced,Bask Bear Coffee (AEON Nilai),Nilai,Negeri Sembilan,Japanese Fine Matcha Frappe,15.90,foodpanda.my/restaurant/tvoo,2026-08-13
kopi,iced,ZUS Coffee (Sendayan Metropark),Seremban,Negeri Sembilan,Iced Americano,7.90,foodpanda.my/restaurant/dlba,2026-08-13
matcha,iced,ZUS Coffee (Sendayan Metropark),Seremban,Negeri Sembilan,Iced Matcha Latte,13.20,foodpanda.my/restaurant/dlba,2026-08-13
kopi,iced,ZUS Coffee (Bandar Utama Cheng),Melaka,Melaka,Iced Americano,7.90,foodpanda.my/restaurant/yhgj,2026-08-13
matcha,iced,ZUS Coffee (Bandar Utama Cheng),Melaka,Melaka,Iced Matcha Latte,13.20,foodpanda.my/restaurant/yhgj,2026-08-13
matcha,iced,Bloo Bunny & Coffee,Melaka,Melaka,Iced Matcha Latte,10.90,foodpanda.my/restaurant/iz1s,2026-08-13
kopi,iced,Bloo Bunny & Coffee,Melaka,Melaka,Iced Americano,5.90,foodpanda.my/restaurant/iz1s,2026-08-13
kopi,iced,ZUS Coffee (Dataran Pahlawan),Melaka,Melaka,Iced Americano,7.90,foodpanda.my/restaurant/w70y,2026-08-13
matcha,iced,ZUS Coffee (Dataran Pahlawan),Melaka,Melaka,Iced Matcha Latte,13.20,foodpanda.my/restaurant/w70y,2026-08-13
matcha,iced,ChaTraMue (MITC),Ayer Keroh,Melaka,Matcha Milk Tea (Iced),12.40,foodpanda.my/restaurant/wbt1,2026-08-13
kopi,iced,ChaTraMue (MITC),Ayer Keroh,Melaka,Iced Americano,14.40,foodpanda.my/restaurant/wbt1,2026-08-13
kopi,iced,ZUS Coffee (Ayer Keroh Heights),Ayer Keroh,Melaka,Iced Americano,7.90,foodpanda.my/restaurant/of2i,2026-08-13
